ticker,1INCH,AAVE,ADA,AERO,AKT,ALGO,APE,APT,ARB,AR,ATOM,AVAX,AXL,AXS,BCH,BNB,BRETT,BSV,BTC,CAKE,CFX,CHZ,COMP,CRV,DOGE,DOT,DRIFT,DYDX,EGLD,EIGEN,ENA,ENS,ETC,ETHFI,ETH,FARTCOIN,FET,FIL,FLOW,GALA,GRT,HBAR,ICP,IMX,INJ,IOTA,JASMY,JTO,JUP,KAIA,KAS,KAVA,LDO,LINK,LTC,MANA,MORPHO,MOVE,NEAR,NEO,ONDO,OP,PENDLE,PENGU,POL,POPCAT,PYTH,QNT,RENDER,RUNE,SAND,SEI,SOL,SPX,STRK,STX,SUI,SUN,SUPER,TAO,THETA,TIA,TON,TRX,TURBO,TWT,UNI,VET,VIRTUAL,WIF,WLD,W,XLM,XMR,XRP,XTZ,ZEC,ZK
2020-01-22,,,,,,,,,,,,,,,349.12,,,,8684.57,,,,,,,,,,,,,,9.348,,168.19,,,,,,,,,,,,,,,,,,,2.654,58.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01742,,,,,,,,,0.06132,,0.2376,,,
2020-01-23,,,,,,,,,,,,,,,325.55,,,,8409.6,,,,,,,,,,,,,,8.434,,162.97,,,,,,,,,,,,,,,,,,,2.471,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0163,,,,,,,,,0.05827,,0.2262,,,
2020-01-24,,,,,,,,,,,,,,,319.2,,,,8441.96,,,,,,,,,,,,,,8.608,,162.63,,,,,,,,,,,,,,,,,,,2.504,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01638,,,,,,,,,0.05707,,0.2224,,,
2020-01-25,,,,,,,,,,,,,,,310.49,,,,8344.64,,,,,,,,,,,,,,8.393,,160.52,,,,,,,,,,,,,,,,,,,2.448,53.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01612,,,,,,,,,0.05608,,0.2197,,,
2020-01-26,,,,,,,,,,,,,,,347.89,,,,8611.21,,,,,,,,,,,,,,9.167,,167.9,,,,,,,,,,,,,,,,,,,2.575,56.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01683,,,,,,,,,0.05839,,0.2313,,,
2020-01-27,,,,,,,,,,,,,,,362.79,,,,8913.61,,,,,,,,,,,,,,10.411,,170.21,,,,,,,,,,,,,,,,,,,2.608,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01711,,,,,,,,,0.05967,,0.2309,,,
2020-01-28,,,,,,,,,,,,,,,378.82,,,,9398.98,,,,,,,,,,,,,,11.37,,175.88,,,,,,,,,,,,,,,,,,,2.656,60.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01862,,,,,,,,,0.06065,,0.2393,,,
2020-01-29,,,,,,,,,,,,,,,380.4,,,,9311.0,,,,,,,,,,,,,,12.238,,173.8,,,,,,,,,,,,,,,,,,,2.781,59.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01866,,,,,,,,,0.06082,,0.236,,,
2020-01-30,,,,,,,,,,,,,,,392.81,,,,9525.67,,,,,,,,,,,,,,12.299,,185.14,,,,,,,,,,,,,,,,,,,2.914,68.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01953,,,,,,,,,0.06286,,0.2443,,,
2020-01-31,,,0.05387,,,,,,,,,,,,375.22,,,,9364.51,,,,,,,,,,,,,,11.344,,180.14,,,,,,,,,,,,,,,,,,,2.825,68.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0187,,,,,,,,,0.0608,,0.2397,,,
2020-02-01,,,0.0562,,,,,,,,,,,,380.63,,,,9392.74,,,,,,,,,,,,,,11.548,,183.82,,,,,,,,,,,,,,,,,,,2.841,70.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0191,,,,,,,,,0.0623,,0.2416,,,
2020-02-02,,,0.05583,,,,,,,,,,,,377.72,,,,9338.2,,,,,,,,,,,,,,11.386,,188.59,,,,,,,,,,,,,,,,,,,2.832,70.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0191,,,,,,,,,0.06352,,0.2515,,,
2020-02-03,,,0.05718,,,,,,,,,,,,384.42,,,,9300.64,,,,,,,,,,,,,,11.777,,189.92,,,,,,,,,,,,,,,,,,,2.782,69.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01921,,,,,,,,,0.06437,76.72,0.255,,,
2020-02-04,,,0.05601,,,,,,,,,,,,381.04,,,,9198.35,,,,,,,,,,,,,,11.422,,189.01,,,,,,,,,,,,,,,,,,,2.741,68.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01929,,,,,,,,,0.06647,75.27,0.2676,,,
2020-02-05,,,0.05949,,,,,,,,,,,,445.34,,,,9630.0,,,,,,,,,,,,,,12.382,,204.1,,,,,,,,,,,,,,,,,,,2.843,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02078,,,,,,,,,0.06936,77.87,0.2786,,71.22,
2020-02-06,,,0.06014,,,,,,,,,,,,446.26,,,,9778.12,,,,,,,,,,,,,,12.128,,213.27,,,,,,,,,,,,,,,,,,,2.902,73.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02273,,,,,,,,,0.07139,78.39,0.2841,2.177,70.17,
2020-02-07,,,0.06014,,,,,,,,4.822,,,,439.66,,,,9821.52,,,,,,,,,,,,,,11.707,,223.57,,,,,,,,,,,,,,,,,,,3.311,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02209,,,,,,,,,0.07219,79.63,0.2799,2.195,68.59,
2020-02-08,,,0.06018,,,,,,,,4.647,,,,444.89,,,,9906.43,,,,,,,,,,,,,,11.72,,223.57,,,,,,,,,,,,,,,,,,,3.42,76.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02185,,,,,,,,,0.07116,80.77,0.2775,2.291,70.13,
2020-02-09,,,0.06194,,,,,,,,4.76,,,,450.5,,,,10167.38,,,,,,,,,,,,,,11.719,,228.64,,,,,,,,,,,,,,,,,,,3.504,77.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02211,,,,,,,,,0.07342,87.68,0.2828,2.648,71.43,
2020-02-10,,,0.06029,,,,,,,,4.782,,,,452.63,25.189,,,9865.56,,,,,,,,,,,,,,11.849,,223.03,,,,,,,,,,,,,,,,,,,3.388,74.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02216,,,,,,,,,0.07065,84.73,0.2736,2.632,69.9,
2020-02-11,,,0.06357,,,,,,,,5.118,,,,462.8,25.705,,,10229.06,,,,,,,,,,,,,,11.98,,237.16,,,,,,,,,,,,,,,,,,,3.989,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02278,,,,,,,,,0.07417,89.68,0.2816,2.918,72.75,
2020-02-12,,,0.06825,,,,,,,,5.117,,,,474.07,26.451,,,10339.99,,,,,,,,,,,,,,12.217,,266.24,,,,,,,,,,,0.3306,,,,,,,,3.988,81.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02399,,,,,,,,,0.08018,94.47,0.3043,3.313,73.61,
2020-02-13,,,0.06882,,,,,,,,4.919,,,,477.33,25.456,,,10239.63,,,,,,,,,,,,,,12.057,,268.48,,,,,,,,,,,0.3227,,,,,,,,3.878,80.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02397,,,,,,,,,0.08334,92.44,0.3276,3.132,72.12,
2020-02-14,,,0.07082,,,,,,,,5.128,,,,494.15,26.384,,,10356.82,,,,,,,,,,,,,,12.029,,285.4,,,,,,,,,,,0.3242,,,,,,,,4.43,83.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02642,,,,0.008301,,,,,0.08694,95.33,0.3362,3.49,72.96,
2020-02-15,,,0.06433,,,,,,,,4.608,,,,439.29,24.239,,,9914.99,,,,,,,,,,,,,,10.4,,265.08,,,,,,,,,,,0.2875,,,,,,,,4.328,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02366,,,,0.007479,,,,,0.0791,89.29,0.3075,3.207,64.53,
2020-02-16,,,0.06159,,,,,,,,4.384,,,,412.12,23.389,,,9921.86,,,,,,,,,,,,,,9.553,,258.87,,,,,,,,,,,0.2775,,,,,,,,4.454,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02227,,,,0.007102,,,,,0.07434,87.81,0.2926,3.245,60.06,
2020-02-17,,,0.06024,,,,,,,,4.274,,,,413.23,23.452,,,9716.0,,,,,,,,,,,,,,9.676,,268.0,,,,,,,,,,,0.2831,,,,,,,,4.302,73.6,,,,,15.007,,,,,,,,,,,,,,,,,,,,,,,,0.02181,,,,0.00675,,,,,0.0729,82.7,0.2877,3.163,64.21,
2020-02-18,,,0.06283,,,,,,,,4.441,,,,420.83,24.094,,,10174.32,,,,,,,,,,,,,,9.871,,282.96,,,,,,,,,,,0.2906,,,,,,,,4.564,77.39,,,,,15.575,,,,,,,,,,,,,,,,,,,,,,,,0.02265,,,,0.00706,,,,,0.07606,86.35,0.2989,3.44,65.91,
2020-02-19,,,0.05737,,,,,,,,4.148,,,,378.61,22.367,,,9593.65,,,,,,,,,,,,,,8.812,,258.43,,,,,,,,,,,0.2666,,,,,,,,4.386,70.56,,,,,14.06,,,,,,,,,,,,,,,,,,,,,,,,0.02019,,,,0.006481,,,,,0.07004,77.72,0.2746,3.545,62.07,
2020-02-20,,,0.05818,,,,,,,,4.468,,,,370.97,22.191,,,9601.99,,,,,,,,,,,,,,8.872,,257.11,,,,,,,,,,,0.2654,,,,,,,,4.267,69.44,,,,,14.033,,,,,,,,,,,,,,,,,,,,,,,,0.01982,,,,0.006501,,,,,0.07033,76.47,0.271,3.609,60.8,
2020-02-21,,,0.05847,,,,,,,,4.962,,,,378.45,22.209,,,9681.39,,,,,,,,,,,,,,9.428,,265.44,,,,,,,,,,,0.2681,,,,,,,,4.275,73.33,,,,,14.034,,,,,,,,,,,,,,,,,,,,,,,,0.02017,,,,0.006636,,,,,0.07093,80.29,0.2745,3.479,61.63,
2020-02-22,,,0.0583,,,,,,,,5.027,,,,373.41,22.008,,,9659.2,,,,,,,,,,,,,,9.497,,261.83,,,,,,,,,,,0.2702,,,,,,,,4.105,74.79,,,,,13.746,,,,,,,,,,,,,,,,,,,,,,,,0.02003,,,,0.00661,,,,,0.07035,78.91,0.2749,3.31,60.86,
2020-02-23,,,0.06151,,,,,,,,4.808,,,,402.06,22.868,,,9943.12,,,,,,,,,,,,,,9.751,,274.67,,,,,,,,,,,0.2785,,,,,,,,4.236,79.66,,,,,14.323,,,,,,,,,,,,,,,,,,,,,,,,0.02138,,,,0.006966,,,,,0.07317,85.12,0.2834,3.526,63.4,
2020-02-24,,,0.05907,,,,,,,,4.399,,,,378.53,22.11,,,9662.95,,,,,,,,,,,,,,9.36,,265.7,,,,,,,,,,,0.2622,,,,,,,,3.923,75.64,,,,,13.394,,,,,,,,,,,,,,,,,,,,,,,,0.01992,,,,0.006727,,,,,0.06909,79.3,0.2707,3.186,60.76,
2020-02-25,,,0.05606,,,,,,,,4.051,,,,353.31,20.34,,,9326.0,,,,,,,,,,,,,,9.183,,247.03,,,,,,,,,,,0.2482,,,,,,,,3.491,71.03,,,,,12.405,,,,,,,,,,,,,,,,,,,,,,,,0.01894,,,,0.006209,,,,,0.06407,76.61,0.2524,2.809,57.11,
2020-02-26,,,0.04914,,,,,,,,3.642,,,,316.94,18.729,,,8792.22,,,,,,,,,,,,,,7.683,,224.1,,,,,,,,,,,0.2159,,,,,,,,3.564,60.52,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,0.01636,,,,0.005567,,,,,0.05882,70.63,0.2292,2.758,51.38,
2020-02-27,,,0.04989,,,,,,,,3.697,,,,324.75,19.154,,,8828.0,,,,,,,,,,,,,,7.72,,227.92,,,,,,,,,,,0.215,,,,,,,,3.956,61.78,,,,,11.498,,,,,,,,,,,,,,,,,,,,,,,,0.01701,,,,0.005791,,,,,0.06047,70.18,0.2388,2.805,52.98,
2020-02-28,,,0.0489,,,,,,,,3.542,,,,315.17,19.001,,,8699.57,,,,,,,,,,,,,,7.463,,227.09,,,,,,,,,,,0.2155,,,,,,,,4.161,59.95,,,,,11.306,,,,,,,,,,,,,,,,,,,,,,,,0.01713,,,,0.005756,,,,,0.05844,68.24,0.2368,2.788,50.79,
2020-02-29,,,0.0471,,,,,,,,3.449,,,,306.32,19.257,,,8531.98,,,,,,,,,,,,,,7.357,,217.31,,,,,,,,,,,0.2127,,,,,,,,4.062,58.12,,,,,11.111,,,,,,,,,,,,,,,,,,,,,,,,0.01648,,,,0.005621,,,,,0.05703,66.02,0.2291,2.736,48.98,
2020-03-01,,,0.04563,,,,,,,,3.348,,,,312.23,18.9,,,8537.84,,,,,,,,,,,,,,7.741,,218.01,,,,,,,,,,,0.2101,,,,,,,,3.858,57.78,,,,,11.329,,,,,,,,,,,,,,,,,,,,,,,,0.01644,,,,0.005426,,,,,0.05591,64.46,0.2274,2.618,49.08,
2020-03-02,,,0.04933,,,,,,,,3.71,,,,339.54,19.9,,,8919.7,,,,,,,,,,,,,,8.454,,232.22,,,,,,,,,,,0.2244,,,,,,,,4.242,61.52,,,,,12.109,,,,,,,,,,,,,,,,,,,,,,,,0.0176,,,,0.005837,,,,,0.0598,,0.2399,2.803,52.39,
2020-03-03,,,0.04869,,,,,,,,3.623,,,,329.65,19.685,,,8765.0,,,,,,,,,,,,,,8.48,,224.1,,,,,,,,,,,0.2239,,,,,,,,4.591,61.09,,,,,11.571,,,,,,,,,,,,,,,,,,,,,,,,0.01724,,,,0.005778,,,,,0.0582,,0.2344,2.763,50.84,
2020-03-04,,,0.04903,,,,,,,,3.746,,,,319.74,19.969,,,8756.93,,,,,,,,,,,,,,7.938,,224.47,,,,,,,,,,,0.2224,,,,,,,,4.635,60.4,,,,,11.763,,,,,,,,,,,,,,,,,,,,,,,,0.01775,,,,0.006043,,,,,0.0587,,0.2349,3.103,50.16,
2020-03-05,,,0.05102,,,,,,,,3.768,,,,337.39,20.754,,,9062.81,,,,,,,,,,,,,,8.186,,228.64,,,,,,,,,,,0.2276,,,,,,,,4.707,62.11,,,,,12.087,,,,,,,,,,,,,,,,,,,,,,,,0.01792,,,,0.006128,,,,,0.0597,,0.2395,3.091,51.9,
2020-03-06,,,0.0518,,,,,,,,3.862,,,,350.72,21.379,,,9139.48,,,,,,,,,,,,,,8.225,,244.94,,,,,,,,,,,0.2328,,,,,,,,4.683,63.31,,,,,12.381,,,,,,,,,,,,,,,,,,,,,,,,0.01835,,,,0.006146,,,,,0.06148,,0.2452,3.18,53.34,
2020-03-07,,,0.04882,,,,,,,,3.618,,,,331.06,20.269,,,8897.18,,,,,,,,,,,,,,7.804,,237.34,,,,,,,,,,,0.2234,,,,,,,,4.342,60.49,,,,,11.607,,,,,,,,,,,,,,,,,,,,,,,,0.01702,,,,0.0058,,,,,0.0584,65.74,0.2364,2.99,50.68,
2020-03-08,,,0.04296,,,,,,,,3.086,,,,273.18,16.897,,,8038.46,,,,,,,,,,,,,,6.433,,199.54,,,,,,,,,,,0.1918,,,,,,,,4.059,50.99,,,,,10.047,,,,,,,,,,,,,,,,,,,,,,,,0.01466,,,,0.004708,,,,,0.04968,56.4,0.2042,2.596,42.81,
2020-03-09,,,0.04157,,,,,,,,3.026,,,,273.21,16.589,,,7932.15,,,,,,,,,,,,,,6.918,,203.02,,,,,,,,,,,0.1918,,,,,,,,4.12,50.37,,,,,9.908,,,,,,,,,,,,,,,,,,,,,,,,0.01503,,,,0.004676,,,,,0.05235,55.78,0.2096,2.543,42.21,
2020-03-10,,,0.04147,,,,,,,,3.06,,,,272.03,16.85,,,7897.66,,,,,,,,,,,,,,6.82,,200.95,,,,,,,,,,,0.198,,,,,,,,4.08,50.28,,,,,9.861,,,,,,,,,,,,,,,,,,,,,,,,0.01509,,,,0.004687,,,,,0.05197,54.85,0.2119,2.595,41.46,
2020-03-11,,,0.03967,,,,,,,,2.997,,,,267.4,16.591,,,7938.39,,,,,,,,,,,,,,6.595,,194.81,,,,,,,,,,,0.1949,,,,,,,,3.815,48.59,,,,,9.428,,,,,,,,,,,,,,,,,,,,,,,,0.0149,,,,0.004462,,,,,0.05044,54.21,0.2084,2.512,40.26,
2020-03-12,,,0.02329,,,,,,,,1.599,,,,142.74,9.277,,,4764.65,,,,,,,,,,,,,,3.68,,106.71,,,,,,,,,,,0.1085,,,,,,,,1.993,29.67,,,,,5.64,,,,,,,,,,,,,,,,,,,,,,,,0.00837,,,,0.002257,,,,,0.03174,32.02,0.1346,1.33,25.38,
2020-03-13,,,0.02844,,,,,,,,1.805,,,,177.39,10.958,,,5570.26,,,,,,,,,,,,,,4.838,,134.13,,,,,,,,,,,0.1291,,,,,,,,2.426,37.54,,,,,6.218,,,,,,,,,,,,,,,,,,,,,,,,0.01027,,,,0.002799,,,,,0.03953,36.82,0.1587,1.787,27.38,
2020-03-14,,,0.02574,,,,,,,,1.834,,,,167.38,10.135,,,5167.01,,,,,,,,,,,,,,4.584,,122.55,,,,,,,,,,,0.1235,,,,,,,,2.129,34.42,,,,,5.742,,,,,,,,,,,,,,,,,,,,,,,,0.00971,,,,0.002534,,,,,0.03662,36.01,0.1458,1.587,24.94,
2020-03-15,,,0.02689,,,,,,,,1.915,,,,178.34,10.393,,,5357.32,,,,,,,,,,,,,,5.044,,123.89,,,,,,,,,,,0.1213,,,,,,,,2.086,36.42,,,,,5.964,,,,,,,,,,,,,,,,,,,,,,,,0.01025,,,,0.002521,,,,,0.03786,37.87,0.1529,1.546,25.66,
2020-03-16,,,0.02412,,,,,,,,1.663,,,,172.41,9.422,,,5026.26,,,,,,,,,,,,,,4.5,,111.06,,,,,,,,,,,0.1082,,,,,,,,1.785,33.19,,,,,5.366,,,,,,,,,,,,,,,,,,,,,,,,0.00958,,,,0.00226,,,,,0.03507,33.87,0.1408,1.325,24.67,
2020-03-17,,,0.02569,,,,,,,,1.765,,,,182.46,10.241,,,5307.38,,,,,,,,,,,,,,4.591,,115.68,,,,,,,,,,,0.1198,,,,,,,,1.861,34.07,,,,,5.621,,,,,,,,,,,,,,,,,,,,,,,,0.01001,,,,0.002473,,,,,0.03711,36.11,0.1469,1.365,25.01,
2020-03-18,,,0.02605,,,,,,,,1.81,,,,184.94,10.392,,,5389.64,,,,,,,,,,,,,,4.603,,118.16,,,,,,,,,,,0.1258,,,,,,,,1.948,34.7,,,,,5.719,,,,,,,,,,,,,,,,,,,,,,,,0.01023,,,,0.002538,,,,,0.0368,37.06,0.1473,1.401,29.75,
2020-03-19,,,0.03031,,,,,,,,2.068,,,,220.99,12.267,,,6159.6,,,,,,,,,,,,,,5.042,,136.42,,,,,,,,,,,0.1483,,,,,,,,2.241,38.92,,,,,6.477,,,,,,,,,,,,,,,,,,,,,,,,0.01164,,,,0.002904,,,,,0.04128,40.8,0.1648,1.631,31.95,
2020-03-20,,,0.02946,,,,,,,,2.161,,,,215.23,11.911,,,6203.77,,,,,,,,,,,,,,4.889,,133.52,,,,,,,,,,,0.1411,,,,,,,,2.26,38.12,,,,,6.272,,,,,,,,,,,,,,,,,,,,,,,,0.01126,,,,0.002833,,,,,0.0399,40.33,0.1568,1.685,33.07,
2020-03-21,,,0.02946,,,,,,,,2.171,,,,220.1,12.101,,,6183.69,,,,,,,,,,,,,,5.012,,132.67,,,,,,,,,,,0.138,,,,,,,,2.28,38.33,,,,,6.235,,,,,,,,,,,,,,,,,,,,,,,,0.01124,,,,0.002891,,,,,0.0395,41.21,0.158,1.664,32.95,
2020-03-22,,,0.027,,,,,,,,1.918,,,,202.8,11.16,,,5810.17,,,,,,,,,,,,,,4.591,,122.25,,,,,,,,,,,0.1257,,,,,,,,1.981,35.42,,,,,5.948,,,,,,,,,,,,,,,,,,,,,,,,0.01029,,,,0.002598,,,,,0.03675,37.99,0.1476,1.476,29.45,
2020-03-23,,,0.02925,,,,,,,,2.112,,,,221.37,12.172,,,6463.84,,,,,,,,,,,,,,4.97,,135.96,,,,,,,,,,,0.1429,,,,,,,,2.245,38.99,,,,,6.688,,,,,,,,,,,,,,,,,,,,,,,,0.01135,,,,0.00285,,,,,0.03931,44.39,0.1583,1.675,32.06,
2020-03-24,,,0.0302,,,,,,,,2.141,,,,227.42,12.404,,,6741.33,,,,,,,,,,,,,,5.062,,138.38,,,,,,,,,,,0.1442,,,,,,,,2.311,40.59,,,,,6.898,,,,,,,,,,,,,,,,,,,,,,,,0.01151,,,,0.003056,,,,,0.04026,47.12,0.162,1.76,32.72,
2020-03-25,,,0.02944,,,,,,,,2.075,,,,220.79,12.304,,,6673.41,,,,,,,,,,,,,,5.017,,136.1,,,,,,,,,,,0.1406,,,,,,,,2.254,39.19,,,,,6.934,,,,,,,,,,,,,,,,,,,,,,,,0.01137,,,,0.003053,,,,,0.04044,47.06,0.1617,1.713,32.15,
2020-03-26,,,0.03083,,,,,,,,2.173,,,,227.95,13.202,,,6733.76,,,,,,,,,,,,,,5.092,,138.41,,,,,,,,,,,0.1451,,,,,,,,2.313,40.44,,,,,7.035,,,,,,,,,,,,,,,,,,,,,,,,0.01195,,,,0.003074,,,,,0.04274,50.25,0.1758,1.758,32.43,
2020-03-27,,,0.02878,,,,,,,,1.991,,,,213.27,12.317,,,6353.64,,,,,,,,,,,,,,4.914,,131.27,,,,,,,,,,,0.1361,,,,,,,,2.131,38.02,,,,,6.481,,,,,,,,,,,,,,,,,,,,,,,,0.01118,,,,0.002997,,,,,0.04034,47.63,0.1728,1.589,31.01,
